a	b	DRel	MRel
0.000000	0.770000	0.000000	1.000000
0.000000	0.780000	0.000000	1.000000
0.000000	0.790000	0.000000	1.000000
0.000000	0.800000	0.000000	1.000000
0.000000	0.810000	0.000000	1.000000
0.000000	0.820000	0.000000	1.000000
0.000000	0.830000	0.000000	1.000000
0.000000	0.840000	0.000000	1.000000
0.000000	0.850000	0.000000	1.000000
0.000000	0.860000	0.000000	1.000000
0.000000	0.870000	0.000000	1.000000
0.000000	0.880000	0.000000	1.000000
0.000000	0.890000	0.000000	1.000000
0.000000	0.900000	0.000000	1.000000
0.000000	0.910000	0.000000	1.000000
0.000000	0.920000	0.000000	1.000000
0.000000	0.930000	0.000000	1.000000
0.000000	0.940000	0.000000	1.000000
0.000000	0.950000	0.000000	1.000000
0.000000	0.960000	0.000000	1.000000
0.000000	0.970000	0.000000	1.000000
0.000000	0.980000	0.000000	1.000000
0.000000	0.990000	0.000000	1.000000
0.000000	1.000000	0.000000	1.000000
0.010000	0.000000	0.000000	1.000000
0.010000	0.010000	0.000000	1.000000
0.010000	0.020000	0.000000	1.000000
0.010000	0.030000	0.000000	1.000000
0.010000	0.040000	0.000000	1.000000
0.010000	0.050000	0.000000	1.000000
0.010000	0.060000	0.000000	1.000000
0.010000	0.070000	0.000000	1.000000
0.010000	0.080000	0.000000	1.000000
0.010000	0.090000	0.000000	1.000000
0.010000	0.100000	0.000000	1.000000
0.010000	0.110000	0.000000	1.000000
0.010000	0.120000	0.000000	1.000000
0.010000	0.130000	0.000000	1.000000
0.010000	0.140000	0.000000	1.000000
0.010000	0.150000	0.000000	1.000000
0.010000	0.160000	0.000000	1.000000
0.010000	0.170000	0.000000	1.000000
0.010000	0.180000	0.000000	1.000000
0.010000	0.190000	0.000000	1.000000
0.010000	0.200000	0.000000	1.000000
0.010000	0.210000	0.000000	1.000000
0.010000	0.220000	0.000000	1.000000
0.010000	0.230000	0.000000	1.000000
0.010000	0.240000	0.000000	1.000000
0.010000	0.250000	0.000000	1.000000
0.010000	0.260000	0.000000	1.000000
0.010000	0.270000	0.000000	1.000000
0.010000	0.280000	0.000000	1.000000
0.010000	0.290000	0.000000	1.000000
0.010000	0.300000	0.000000	1.000000
0.010000	0.310000	0.000000	1.000000
0.010000	0.320000	0.000000	1.000000
0.010000	0.330000	0.000000	1.000000
0.010000	0.340000	0.000000	1.000000
0.010000	0.350000	0.000000	1.000000
0.010000	0.360000	0.000000	1.000000
0.010000	0.370000	0.000000	1.000000
0.010000	0.380000	0.000000	1.000000
0.010000	0.390000	0.000000	1.000000
0.010000	0.400000	0.000000	1.000000
0.010000	0.410000	0.000000	1.000000
0.010000	0.420000	0.000000	1.000000
0.010000	0.430000	0.000000	1.000000
0.010000	0.440000	0.000000	1.000000
0.010000	0.450000	0.000000	1.000001
0.010000	0.460000	0.000001	1.000007
0.010000	0.470000	0.000004	1.000032
0.010000	0.480000	0.000011	1.000132
0.010000	0.490000	0.000016	1.000361
0.010000	0.500000	0.000065	1.000350
0.010000	0.510000	0.000696	1.000312
0.010000	0.520000	0.001557	1.000625
0.010000	0.530000	0.002082	1.000831
0.010000	0.540000	0.002413	1.000943
0.010000	0.550000	0.002649	1.001008
0.010000	0.560000	0.002834	1.001047
0.010000	0.570000	0.002996	1.001070
0.010000	0.580000	0.003144	1.001082
0.010000	0.590000	0.003280	1.001088
0.010000	0.600000	0.003407	1.001088
0.010000	0.610000	0.003527	1.001085
0.010000	0.620000	0.003639	1.001079
0.010000	0.630000	0.003746	1.001072
0.010000	0.640000	0.003847	1.001063
0.010000	0.650000	0.003943	1.001053
0.010000	0.660000	0.004035	1.001042
0.010000	0.670000	0.004123	1.001030
0.010000	0.680000	0.004207	1.001018
0.010000	0.690000	0.004288	1.001006
0.010000	0.700000	0.004366	1.000993
0.010000	0.710000	0.004440	1.000981
0.010000	0.720000	0.004512	1.000968
0.010000	0.730000	0.004580	1.000956
0.010000	0.740000	0.004648	1.000943
0.010000	0.750000	0.004712	1.000931
0.010000	0.760000	0.004773	1.000919
0.010000	0.770000	0.004833	1.000907
0.010000	0.780000	0.004892	1.000895
0.010000	0.790000	0.004948	1.000883
0.010000	0.800000	0.005001	1.000872
0.010000	0.810000	0.005053	1.000861
0.010000	0.820000	0.005105	1.000850
0.010000	0.830000	0.005155	1.000839
0.010000	0.840000	0.005202	1.000829
0.010000	0.850000	0.005247	1.000818
0.010000	0.860000	0.005291	1.000808
0.010000	0.870000	0.005336	1.000799
0.010000	0.880000	0.005379	1.000789
0.010000	0.890000	0.005421	1.000780
0.010000	0.900000	0.005461	1.000771
0.010000	0.910000	0.005499	1.000762
0.010000	0.920000	0.005536	1.000753
0.010000	0.930000	0.005571	1.000745
0.010000	0.940000	0.005609	1.000737
0.010000	0.950000	0.005645	1.000729
0.010000	0.960000	0.005680	1.000721
0.010000	0.970000	0.005713	1.000713
0.010000	0.980000	0.005746	1.000706
0.010000	0.990000	0.005777	1.000699
0.010000	1.000000	0.005807	1.000691
0.020000	0.000000	0.000000	1.000000
0.020000	0.010000	0.000000	1.000000
0.020000	0.020000	0.000000	1.000000
0.020000	0.030000	0.000000	1.000000
0.020000	0.040000	0.000000	1.000000
0.020000	0.050000	0.000000	1.000000
0.020000	0.060000	0.000000	1.000000
0.020000	0.070000	0.000000	1.000000
0.020000	0.080000	0.000000	1.000000
0.020000	0.090000	0.000000	1.000000
0.020000	0.100000	0.000000	1.000000
0.020000	0.110000	0.000000	1.000000
0.020000	0.120000	0.000000	1.000000
0.020000	0.130000	0.000000	1.000000
0.020000	0.140000	0.000000	1.000000
0.020000	0.150000	0.000000	1.000000
0.020000	0.160000	0.000000	1.000000
0.020000	0.170000	0.000000	1.000000
0.020000	0.180000	0.000000	1.000000
0.020000	0.190000	0.000000	1.000000
0.020000	0.200000	0.000000	1.000000
0.020000	0.210000	0.000000	1.000000
0.020000	0.220000	0.000000	1.000000
0.020000	0.230000	0.000000	1.000000
0.020000	0.240000	0.000000	1.000000
0.020000	0.250000	0.000000	1.000000
0.020000	0.260000	0.000000	1.000000
0.020000	0.270000	0.000000	1.000000
0.020000	0.280000	0.000000	1.000000
0.020000	0.290000	0.000000	1.000000
0.020000	0.300000	0.000000	1.000000
0.020000	0.310000	0.000000	1.000000
0.020000	0.320000	0.000000	1.000000
0.020000	0.330000	0.000000	1.000000
0.020000	0.340000	0.000000	1.000000
0.020000	0.350000	0.000000	1.000000
0.020000	0.360000	0.000000	1.000000
0.020000	0.370000	0.000000	1.000000
0.020000	0.380000	0.000000	1.000000
0.020000	0.390000	0.000000	1.000000
0.020000	0.400000	0.000000	1.000000
0.020000	0.410000	0.000000	1.000000
0.020000	0.420000	0.000000	1.000000
0.020000	0.430000	0.000000	1.000000
0.020000	0.440000	0.000000	1.000001
0.020000	0.450000	0.000001	1.000003
0.020000	0.460000	0.000002	1.000016
0.020000	0.470000	0.000007	1.000070
0.020000	0.480000	0.000015	1.000241
0.020000	0.490000	0.000027	1.000427
0.020000	0.500000	0.000540	1.000349
0.020000	0.510000	0.002276	1.000911
0.020000	0.520000	0.003645	1.001462
0.020000	0.530000	0.004479	1.001774
0.020000	0.540000	0.005043	1.001951
0.020000	0.550000	0.005466	1.002056
0.020000	0.560000	0.005813	1.002119
0.020000	0.570000	0.006126	1.002156
0.020000	0.580000	0.006412	1.002175
0.020000	0.590000	0.006678	1.002183
0.020000	0.600000	0.006926	1.002181
0.020000	0.610000	0.007160	1.002173
0.020000	0.620000	0.007381	1.002161
0.020000	0.630000	0.007590	1.002145
0.020000	0.640000	0.007790	1.002126
0.020000	0.650000	0.007979	1.002105
0.020000	0.660000	0.008160	1.002083
0.020000	0.670000	0.008335	1.002060
0.020000	0.680000	0.008500	1.002036
0.020000	0.690000	0.008662	1.002011
0.020000	0.700000	0.008813	1.001986
0.020000	0.710000	0.008963	1.001961
0.020000	0.720000	0.009104	1.001936
0.020000	0.730000	0.009240	1.001911
0.020000	0.740000	0.009374	1.001886
0.020000	0.750000	0.009501	1.001862
0.020000	0.760000	0.009621	1.001838
0.020000	0.770000	0.009743	1.001814
0.020000	0.780000	0.009859	1.001790
0.020000	0.790000	0.009969	1.001767
0.020000	0.800000	0.010073	1.001745
0.020000	0.810000	0.010179	1.001723
0.020000	0.820000	0.010282	1.001701
0.020000	0.830000	0.010380	1.001680
0.020000	0.840000	0.010474	1.001659
0.020000	0.850000	0.010563	1.001639
0.020000	0.860000	0.010652	1.001619
0.020000	0.870000	0.010742	1.001599
0.020000	0.880000	0.010828	1.001581
0.020000	0.890000	0.010910	1.001562
0.020000	0.900000	0.010989	1.001544
0.020000	0.910000	0.011065	1.001526
0.020000	0.920000	0.011137	1.001509
0.020000	0.930000	0.011211	1.001493
0.020000	0.940000	0.011285	1.001476
0.020000	0.950000	0.011357	1.001460
0.020000	0.960000	0.011426	1.001445
0.020000	0.970000	0.011493	1.001430
0.020000	0.980000	0.011557	1.001415
0.020000	0.990000	0.011619	1.001400
0.020000	1.000000	0.011679	1.001386
0.030000	0.000000	0.000000	1.000000
0.030000	0.010000	0.000000	1.000000
0.030000	0.020000	0.000000	1.000000
0.030000	0.030000	0.000000	1.000000
0.030000	0.040000	0.000000	1.000000
0.030000	0.050000	0.000000	1.000000
0.030000	0.060000	0.000000	1.000000
0.030000	0.070000	0.000000	1.000000
0.030000	0.080000	0.000000	1.000000
0.030000	0.090000	0.000000	1.000000
0.030000	0.100000	0.000000	1.000000
0.030000	0.110000	0.000000	1.000000
0.030000	0.120000	0.000000	1.000000
0.030000	0.130000	0.000000	1.000000
0.030000	0.140000	0.000000	1.000000
0.030000	0.150000	0.000000	1.000000
0.030000	0.160000	0.000000	1.000000
0.030000	0.170000	0.000000	1.000000
0.030000	0.180000	0.000000	1.000000
0.030000	0.190000	0.000000	1.000000
0.030000	0.200000	0.000000	1.000000
0.030000	0.210000	0.000000	1.000000
0.030000	0.220000	0.000000	1.000000
0.030000	0.230000	0.000000	1.000000
0.030000	0.240000	0.000000	1.000000
0.030000	0.250000	0.000000	1.000000
0.030000	0.260000	0.000000	1.000000
0.030000	0.270000	0.000000	1.000000
0.030000	0.280000	0.000000	1.000000
0.030000	0.290000	0.000000	1.000000
0.030000	0.300000	0.000000	1.000000
0.030000	0.310000	0.000000	1.000000
0.030000	0.320000	0.000000	1.000000
0.030000	0.330000	0.000000	1.000000
0.030000	0.340000	0.000000	1.000000
0.030000	0.350000	0.000000	1.000000
0.030000	0.360000	0.000000	1.000000
0.030000	0.370000	0.000000	1.000000
0.030000	0.380000	0.000000	1.000000
0.030000	0.390000	0.000000	1.000000
0.030000	0.400000	0.000000	1.000000
0.030000	0.410000	0.000000	1.000000
0.030000	0.420000	0.000000	1.000000
0.030000	0.430000	0.000000	1.000000
0.030000	0.440000	0.000000	1.000002
0.030000	0.450000	0.000001	1.000008
0.030000	0.460000	0.000004	1.000037
0.030000	0.470000	0.000011	1.000142
0.030000	0.480000	0.000016	1.000368
0.030000	0.490000	0.000208	1.000384
0.030000	0.500000	0.002011	1.000822
0.030000	0.510000	0.004492	1.001800
0.030000	0.520000	0.006090	1.002434
0.030000	0.530000	0.007120	1.002794
0.030000	0.540000	0.007860	1.003005
0.030000	0.550000	0.008436	1.003133
0.030000	0.560000	0.008933	1.003211
0.030000	0.570000	0.009386	1.003255
0.030000	0.580000	0.009803	1.003277
0.030000	0.590000	0.010191	1.003284
0.030000	0.600000	0.010556	1.003278
0.030000	0.610000	0.010899	1.003264
0.030000	0.620000	0.011224	1.003244
0.030000	0.630000	0.011533	1.003218
0.030000	0.640000	0.011828	1.003190
0.030000	0.650000	0.012110	1.003158
0.030000	0.660000	0.012377	1.003124
0.030000	0.670000	0.012636	1.003089
0.030000	0.680000	0.012882	1.003053
0.030000	0.690000	0.013120	1.003016
0.030000	0.700000	0.013346	1.002979
0.030000	0.710000	0.013568	1.002941
0.030000	0.720000	0.013776	1.002904
0.030000	0.730000	0.013981	1.002867
0.030000	0.740000	0.014179	1.002830
0.030000	0.750000	0.014366	1.002793
0.030000	0.760000	0.014547	1.002757
0.030000	0.770000	0.014728	1.002722
0.030000	0.780000	0.014900	1.002687
0.030000	0.790000	0.015063	1.002652
0.030000	0.800000	0.015219	1.002619
0.030000	0.810000	0.015379	1.002586
0.030000	0.820000	0.015532	1.002554
0.030000	0.830000	0.015677	1.002522
0.030000	0.840000	0.015816	1.002491
0.030000	0.850000	0.015949	1.002461
0.030000	0.860000	0.016085	1.002431
0.030000	0.870000	0.016218	1.002402
0.030000	0.880000	0.016346	1.002374
0.030000	0.890000	0.016468	1.002347
0.030000	0.900000	0.016586	1.002320
0.030000	0.910000	0.016698	1.002294
0.030000	0.920000	0.016806	1.002268
0.030000	0.930000	0.016920	1.002243
0.030000	0.940000	0.017030	1.002219
0.030000	0.950000	0.017137	1.002195
0.030000	0.960000	0.017240	1.002172
0.030000	0.970000	0.017339	1.002149
0.030000	0.980000	0.017435	1.002127
0.030000	0.990000	0.017527	1.002105
0.030000	1.000000	0.017617	1.002084
0.040000	0.000000	0.000000	1.000000
0.040000	0.010000	0.000000	1.000000
0.040000	0.020000	0.000000	1.000000
0.040000	0.030000	0.000000	1.000000
0.040000	0.040000	0.000000	1.000000
0.040000	0.050000	0.000000	1.000000
0.040000	0.060000	0.000000	1.000000
0.040000	0.070000	0.000000	1.000000
0.040000	0.080000	0.000000	1.000000
0.040000	0.090000	0.000000	1.000000
0.040000	0.100000	0.000000	1.000000
0.040000	0.110000	0.000000	1.000000
0.040000	0.120000	0.000000	1.000000
0.040000	0.130000	0.000000	1.000000
0.040000	0.140000	0.000000	1.000000
0.040000	0.150000	0.000000	1.000000
0.040000	0.160000	0.000000	1.000000
0.040000	0.170000	0.000000	1.000000
0.040000	0.180000	0.000000	1.000000
0.040000	0.190000	0.000000	1.000000
0.040000	0.200000	0.000000	1.000000
0.040000	0.210000	0.000000	1.000000
0.040000	0.220000	0.000000	1.000000
0.040000	0.230000	0.000000	1.000000
0.040000	0.240000	0.000000	1.000000
0.040000	0.250000	0.000000	1.000000
0.040000	0.260000	0.000000	1.000000
0.040000	0.270000	0.000000	1.000000
0.040000	0.280000	0.000000	1.000000
0.040000	0.290000	0.000000	1.000000
0.040000	0.300000	0.000000	1.000000
0.040000	0.310000	0.000000	1.000000
0.040000	0.320000	0.000000	1.000000
0.040000	0.330000	0.000000	1.000000
0.040000	0.340000	0.000000	1.000000
0.040000	0.350000	0.000000	1.000000
0.040000	0.360000	0.000000	1.000000
0.040000	0.370000	0.000000	1.000000
0.040000	0.380000	0.000000	1.000000
0.040000	0.390000	0.000000	1.000000
0.040000	0.400000	0.000000	1.000000
0.040000	0.410000	0.000000	1.000000
0.040000	0.420000	0.000000	1.000000
0.040000	0.430000	0.000000	1.000001
0.040000	0.440000	0.000001	1.000004
0.040000	0.450000	0.000003	1.000019
0.040000	0.460000	0.000008	1.000080
0.040000	0.470000	0.000015	1.000258
0.040000	0.480000	0.000058	1.000428
0.040000	0.490000	0.001134	1.000558
0.040000	0.500000	0.004415	1.001759
0.040000	0.510000	0.007095	1.002847
0.040000	0.520000	0.008796	1.003491
0.040000	0.530000	0.009963	1.003867
0.040000	0.540000	0.010840	1.004095
0.040000	0.550000	0.011552	1.004234
0.040000	0.560000	0.012190	1.004319
0.040000	0.570000	0.012774	1.004366
0.040000	0.580000	0.013315	1.004387
0.040000	0.590000	0.013821	1.004389
0.040000	0.600000	0.014296	1.004378
0.040000	0.610000	0.014746	1.004357
0.040000	0.620000	0.015173	1.004328
0.040000	0.630000	0.015578	1.004293
0.040000	0.640000	0.015963	1.004253
0.040000	0.650000	0.016334	1.004210
0.040000	0.660000	0.016688	1.004165
0.040000	0.670000	0.017025	1.004118
0.040000	0.680000	0.017353	1.004069
0.040000	0.690000	0.017663	1.004020
0.040000	0.700000	0.017965	1.003971
0.040000	0.710000	0.018256	1.003921
0.040000	0.720000	0.018529	1.003871
0.040000	0.730000	0.018804	1.003822
0.040000	0.740000	0.019064	1.003773
0.040000	0.750000	0.019309	1.003725
0.040000	0.760000	0.019553	1.003677
0.040000	0.770000	0.019791	1.003630
0.040000	0.780000	0.020017	1.003584
0.040000	0.790000	0.020231	1.003539
0.040000	0.800000	0.020443	1.003494
0.040000	0.810000	0.020654	1.003450
0.040000	0.820000	0.020855	1.003408
0.040000	0.830000	0.021047	1.003366
0.040000	0.840000	0.021230	1.003325
0.040000	0.850000	0.021407	1.003285
0.040000	0.860000	0.021590	1.003246
0.040000	0.870000	0.021766	1.003207
0.040000	0.880000	0.021935	1.003170
0.040000	0.890000	0.022096	1.003134
0.040000	0.900000	0.022251	1.003098
0.040000	0.910000	0.022400	1.003063
0.040000	0.920000	0.022546	1.003029
0.040000	0.930000	0.022698	1.002996
0.040000	0.940000	0.022845	1.002964
0.040000	0.950000	0.022986	1.002933
0.040000	0.960000	0.023122	1.002902
0.040000	0.970000	0.023254	1.002872
0.040000	0.980000	0.023381	1.002843
0.040000	0.990000	0.023503	1.002814
0.040000	1.000000	0.023621	1.002786
0.050000	0.000000	0.000000	1.000000
0.050000	0.010000	0.000000	1.000000
0.050000	0.020000	0.000000	1.000000
0.050000	0.030000	0.000000	1.000000
0.050000	0.040000	0.000000	1.000000
0.050000	0.050000	0.000000	1.000000
0.050000	0.060000	0.000000	1.000000
0.050000	0.070000	0.000000	1.000000
0.050000	0.080000	0.000000	1.000000
0.050000	0.090000	0.000000	1.000000
0.050000	0.100000	0.000000	1.000000
0.050000	0.110000	0.000000	1.000000
0.050000	0.120000	0.000000	1.000000
0.050000	0.130000	0.000000	1.000000
0.050000	0.140000	0.000000	1.000000
0.050000	0.150000	0.000000	1.000000
0.050000	0.160000	0.000000	1.000000
0.050000	0.170000	0.000000	1.000000
0.050000	0.180000	0.000000	1.000000
0.050000	0.190000	0.000000	1.000000
0.050000	0.200000	0.000000	1.000000
0.050000	0.210000	0.000000	1.000000
0.050000	0.220000	0.000000	1.000000
0.050000	0.230000	0.000000	1.000000
0.050000	0.240000	0.000000	1.000000
0.050000	0.250000	0.000000	1.000000
0.050000	0.260000	0.000000	1.000000
0.050000	0.270000	0.000000	1.000000
0.050000	0.280000	0.000000	1.000000
0.050000	0.290000	0.000000	1.000000
0.050000	0.300000	0.000000	1.000000
0.050000	0.310000	0.000000	1.000000
0.050000	0.320000	0.000000	1.000000
0.050000	0.330000	0.000000	1.000000
0.050000	0.340000	0.000000	1.000000
0.050000	0.350000	0.000000	1.000000
0.050000	0.360000	0.000000	1.000000
0.050000	0.370000	0.000000	1.000000
0.050000	0.380000	0.000000	1.000000
0.050000	0.390000	0.000000	1.000000
0.050000	0.400000	0.000000	1.000000
0.050000	0.410000	0.000000	1.000000
0.050000	0.420000	0.000000	1.000000
0.050000	0.430000	0.000000	1.000002
0.050000	0.440000	0.000002	1.000010
0.050000	0.450000	0.000005	1.000044
0.050000	0.460000	0.000012	1.000161
0.050000	0.470000	0.000020	1.000383
0.050000	0.480000	0.000420	1.000429
0.050000	0.490000	0.003404	1.001361
0.050000	0.500000	0.007317	1.002930
0.050000	0.510000	0.009957	1.003983
0.050000	0.520000	0.011708	1.004605
0.050000	0.530000	0.012978	1.004979
0.050000	0.540000	0.013969	1.005211
0.050000	0.550000	0.014812	1.005354
0.050000	0.560000	0.015581	1.005439
0.050000	0.570000	0.016288	1.005485
0.050000	0.580000	0.016948	1.005502
0.050000	0.590000	0.017565	1.005499
0.050000	0.600000	0.018148	1.005481
0.050000	0.610000	0.018699	1.005451
0.050000	0.620000	0.019223	1.005412
0.050000	0.630000	0.019723	1.005367
0.050000	0.640000	0.020199	1.005316
0.050000	0.650000	0.020650	1.005262
0.050000	0.660000	0.021091	1.005205
0.050000	0.670000	0.021506	1.005146
0.050000	0.680000	0.021912	1.005086
0.050000	0.690000	0.022292	1.005024
0.050000	0.700000	0.022671	1.004963
0.050000	0.710000	0.023027	1.004901
0.050000	0.720000	0.023370	1.004839
0.050000	0.730000	0.023709	1.004778
0.050000	0.740000	0.024028	1.004717
0.050000	0.750000	0.024330	1.004657
0.050000	0.760000	0.024639	1.004598
0.050000	0.770000	0.024932	1.004539
0.050000	0.780000	0.025210	1.004482
0.050000	0.790000	0.025474	1.004426
0.050000	0.800000	0.025744	1.004370
0.050000	0.810000	0.026004	1.004316
0.050000	0.820000	0.026253	1.004263
0.050000	0.830000	0.026490	1.004211
0.050000	0.840000	0.026716	1.004160
0.050000	0.850000	0.026942	1.004111
0.050000	0.860000	0.027169	1.004062
0.050000	0.870000	0.027387	1.004015
0.050000	0.880000	0.027595	1.003968
0.050000	0.890000	0.027796	1.003923
0.050000	0.900000	0.027988	1.003879
0.050000	0.910000	0.028172	1.003836
0.050000	0.920000	0.028359	1.003794
0.050000	0.930000	0.028548	1.003753
0.050000	0.940000	0.028730	1.003712
0.050000	0.950000	0.028905	1.003673
0.050000	0.960000	0.029074	1.003635
0.050000	0.970000	0.029237	1.003598
0.050000	0.980000	0.029395	1.003561
0.050000	0.990000	0.029547	1.003526
0.050000	1.000000	0.029693	1.003491
0.060000	0.000000	0.000000	1.000000
0.060000	0.010000	0.000000	1.000000
0.060000	0.020000	0.000000	1.000000
0.060000	0.030000	0.000000	1.000000
0.060000	0.040000	0.000000	1.000000
0.060000	0.050000	0.000000	1.000000
0.060000	0.060000	0.000000	1.000000
0.060000	0.070000	0.000000	1.000000
0.060000	0.080000	0.000000	1.000000
0.060000	0.090000	0.000000	1.000000
0.060000	0.100000	0.000000	1.000000
0.060000	0.110000	0.000000	1.000000
0.060000	0.120000	0.000000	1.000000
0.060000	0.130000	0.000000	1.000000
0.060000	0.140000	0.000000	1.000000
0.060000	0.150000	0.000000	1.000000
0.060000	0.160000	0.000000	1.000000
0.060000	0.170000	0.000000	1.000000
0.060000	0.180000	0.000000	1.000000
0.060000	0.190000	0.000000	1.000000
0.060000	0.200000	0.000000	1.000000
0.060000	0.210000	0.000000	1.000000
0.060000	0.220000	0.000000	1.000000
0.060000	0.230000	0.000000	1.000000
0.060000	0.240000	0.000000	1.000000
0.060000	0.250000	0.000000	1.000000
0.060000	0.260000	0.000000	1.000000
0.060000	0.270000	0.000000	1.000000
0.060000	0.280000	0.000000	1.000000
0.060000	0.290000	0.000000	1.000000
0.060000	0.300000	0.000000	1.000000
0.060000	0.310000	0.000000	1.000000
0.060000	0.320000	0.000000	1.000000
0.060000	0.330000	0.000000	1.000000
0.060000	0.340000	0.000000	1.000000
0.060000	0.350000	0.000000	1.000000
0.060000	0.360000	0.000000	1.000000
0.060000	0.370000	0.000000	1.000000
0.060000	0.380000	0.000000	1.000000
0.060000	0.390000	0.000000	1.000000
0.060000	0.400000	0.000000	1.000000
0.060000	0.410000	0.000000	1.000000
0.060000	0.420000	0.000000	1.000001
0.060000	0.430000	0.000001	1.000006
0.060000	0.440000	0.000003	1.000024
0.060000	0.450000	0.000009	1.000095
0.060000	0.460000	0.000015	1.000284
0.060000	0.470000	0.000122	1.000431
0.060000	0.480000	0.001933	1.000840
0.060000	0.490000	0.006614	1.002632
0.060000	0.500000	0.010467	1.004200
0.060000	0.510000	0.013013	1.005171
0.060000	0.520000	0.014796	1.005758
0.060000	0.530000	0.016148	1.006120
0.060000	0.540000	0.017241	1.006347
0.060000	0.550000	0.018213	1.006488
0.060000	0.560000	0.019103	1.006570
0.060000	0.570000	0.019928	1.006611
0.060000	0.580000	0.020700	1.006623
0.060000	0.590000	0.021425	1.006612
0.060000	0.600000	0.022109	1.006585
0.060000	0.610000	0.022759	1.006546
0.060000	0.620000	0.023376	1.006497
0.060000	0.630000	0.023965	1.006441
0.060000	0.640000	0.024532	1.006379
0.060000	0.650000	0.025069	1.006313
0.060000	0.660000	0.025586	1.006245
0.060000	0.670000	0.026083	1.006174
0.060000	0.680000	0.026560	1.006101
0.060000	0.690000	0.027017	1.006028
0.060000	0.700000	0.027463	1.005954
0.060000	0.710000	0.027882	1.005880
0.060000	0.720000	0.028296	1.005806
0.060000	0.730000	0.028696	1.005733
0.060000	0.740000	0.029073	1.005661
0.060000	0.750000	0.029440	1.005589
0.060000	0.760000	0.029806	1.005519
0.060000	0.770000	0.030152	1.005449
0.060000	0.780000	0.030481	1.005381
0.060000	0.790000	0.030798	1.005314
0.060000	0.800000	0.031122	1.005248
0.060000	0.810000	0.031431	1.005183
0.060000	0.820000	0.031725	1.005120
0.060000	0.830000	0.032007	1.005058
0.060000	0.840000	0.032275	1.004998
0.060000	0.850000	0.032552	1.004939
0.060000	0.860000	0.032822	1.004881
0.060000	0.870000	0.033081	1.004824
0.060000	0.880000	0.033329	1.004769
0.060000	0.890000	0.033567	1.004715
0.060000	0.900000	0.033795	1.004662
0.060000	0.910000	0.034015	1.004611
